provider_name,program_name,provider_type,cost_type,ages,address,city,state,zip,phone,email,website,source_url,notes,status
North Arundel Aquatic Center,,attractions,Unknown,,7888 Crain Hwy,Glen Burnie,MD,21061,#ERROR!,,,,"3.8 stars, 381 reviews",Approved
SafeSplash Swim School – Owings Mills,,Swimming school,Unknown,,10040 Reisterstown Rd,Owings Mills,MD,21117,#ERROR!,,,,"4.8 stars, 22 reviews",Approved
Pointer Ridge Swim & Racquet Club,,Swim club,Unknown,,16505 Poole Ln,Bowie,MD,20716,#ERROR!,,,,"4.6 stars, 27 reviews",Approved
KIDS FIRST Swim School - Bowie,,Swimming school,Unknown,,6836 Race Track Rd,Bowie,MD,20715,#ERROR!,,,,"4 stars, 78 reviews",Approved
Aqua-Tots Swim School Pasadena,,Swimming school,Unknown,,5968 Fairmont Pkwy,Pasadena,TX,77505,#ERROR!,,,,"4.7 stars, 76 reviews",Approved
Mark`s Swim Academy,,Swimming instructor,Unknown,,"Atkinson pool, 40 Fairbank Cir",Sudbury,MA,1776,#ERROR!,,,,"4.9 stars, 27 reviews",Approved
British Swim School at Boston Sports Club – Boylston,,Swimming school,Unknown,,501 Boylston St,Boston,MA,2116,#ERROR!,,,,"4.9 stars, 61 reviews",Approved
British Swim School at DoubleTree Hilton – Milford,,Swimming school,Unknown,,11 Beaver St,Milford,MA,1757,#ERROR!,,,,"5 stars, 39 reviews",Approved
Tiburon Swim Academy,,Swimming school,Unknown,,249 Lexington St,Waltham,MA,2452,#ERROR!,,,,"4.9 stars, 24 reviews",Approved
British Swim School at LA Fitness - Saugus,,Swimming school,Unknown,,1450 Broadway,Saugus,MA,1906,#ERROR!,,,,"4.9 stars, 46 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,90 Pleasant Valley St,Methuen,MA,1844,#ERROR!,,,,"4.9 stars, 466 reviews",Approved
British Swim School at Hart Center Pool at the Luth Athletic Complex,,Swimming school,Unknown,,1 College St,Worcester,MA,1610,#ERROR!,,,,"5 stars, 44 reviews",Approved
Goldfish Swim School - Brookline,,Swimming school,Unknown,,20 Webster Pl,Brookline,MA,2445,#ERROR!,,,,"4.6 stars, 175 reviews",Approved
British Swim School at Atkinson Pool – Sudbury,,Swimming school,Unknown,,40 Fairbank Cir,Sudbury,MA,1776,,,,,"5 stars, 27 reviews",Approved
MIT Recreation - Swim Lessons,,Swimming school,Unknown,,120 Vassar St,Cambridge,MA,2139,#ERROR!,,,,"4.4 stars, 28 reviews",Approved
Goldfish Swim School - Milford,,Swimming school,Unknown,,350 E Main St,Milford,MA,1757,#ERROR!,,,,"4.8 stars, 248 reviews",Approved
Goldfish Swim School - Burlington,,Swimming school,Unknown,,10 B St,Burlington,MA,1803,#ERROR!,,,,"4.7 stars, 226 reviews",Approved
Goldfish Swim School - Braintree,,Swimming school,Unknown,,579 Granite St,Braintree,MA,2184,#ERROR!,,,,"4.7 stars, 183 reviews",Approved
Goldfish Swim School - Marlborough,,Swimming school,Unknown,,43 Apex Dr,Marlborough,MA,1752,#ERROR!,,,,"4.6 stars, 148 reviews",Approved
SafeSplash Swim School - Lexington,,Swimming school,Unknown,,"Located In Aloft Hotel, 727 Marrett Rd",Lexington,MA,2421,#ERROR!,,,,"5 stars, 14 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,235 Old Connecticut Path,Framingham,MA,1701,#ERROR!,,,,"4.7 stars, 13 reviews",Approved
Goldfish Swim School - Danvers,,Swimming school,Unknown,,"Liberty Tree Mall, 100 Independence Way Suite 137",Danvers,MA,1923,#ERROR!,,,,"4.9 stars, 120 reviews",Approved
Boston University Swimming Lessons,,Swimming school,Unknown,,915 Commonwealth Ave,Boston,MA,2215,#ERROR!,,,,"4.3 stars, 12 reviews",Approved
Aqua-Tots Swim School Norwood,,Swimming school,Unknown,,995 Providence Hwy,Norwood,MA,2062,#ERROR!,,,,"4.7 stars, 127 reviews",Approved
Charles River Aquatics,,Swim club,Unknown,,900 Worcester St,Wellesley,MA,2482,#ERROR!,,,,"4.3 stars, 46 reviews",Approved
British Swim School at LA Fitness - Shelby,,Swimming school,Unknown,,7500 26 Mile Rd,Shelby Township,MI,48316,#ERROR!,,,,"5 stars, 62 reviews",Approved
Goldfish Swim School - Rochester,,Swimming school,Unknown,,550 South St,Rochester,MI,48307,#ERROR!,,,,"4.7 stars, 240 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,3609 Midway Dr,San Diego,CA,92110,#ERROR!,,,,"4.9 stars, 261 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,13805 Lakeside Cir,Sterling Heights,MI,48313,#ERROR!,,,,"4.8 stars, 360 reviews",Approved
British Swim School – Dearborn Heights,,Swimming school,Unknown,,922 N Beech Daly Rd,Dearborn Heights,MI,48127,#ERROR!,,,,"4.8 stars, 124 reviews",Approved
Aqua-Tots Swim School Dearborn,,Swimming school,Unknown,,24365 Michigan Ave,Dearborn,MI,48124,#ERROR!,,,,"4.7 stars, 472 reviews",Approved
Goldfish Swim School - Grand Rapids,,Swimming school,Unknown,,2845 Thornhills Ave SE Suite S,Grand Rapids,MI,49546,#ERROR!,,,,"4.8 stars, 312 reviews",Approved
"Noonan Family Swim School Inc - Linda Vista, CA",,Swimming instructor,Unknown,,2230 E Jewett St,San Diego,CA,92111,#ERROR!,,,,"4.9 stars, 74 reviews",Approved
Goldfish Swim School -West Bloomfield,,Swimming school,Unknown,,6335-A Orchard Lake Rd,West Bloomfield Township,MI,48322,#ERROR!,,,,"4.8 stars, 194 reviews",Approved
Goldfish Swim School - Birmingham,,Swimming school,Unknown,,2388 Cole St,Birmingham,MI,48009,#ERROR!,,,,"4.8 stars, 283 reviews",Approved
Swim101 at the Great Lakes Athletic Club,,Swimming school,Unknown,,3800 Baldwin Rd,Lake Orion,MI,48359,#ERROR!,,,,"4.3 stars, 19 reviews",Approved
Goldfish Swim School - Grandville,,Swimming school,Unknown,,4950 Wilson Ave SW,Wyoming,MI,49418,#ERROR!,,,,"4.8 stars, 171 reviews",Approved
Aqua-Tots Swim School Farmington Hills,,Swimming school,Unknown,,31221 W 14 Mile Rd,Farmington Hills,MI,48334,#ERROR!,,,,"4.8 stars, 426 reviews",Approved
Sunsational Swim School,,Swimming instructor,Unknown,,3052 Clairemont Dr,San Diego,CA,92109,#ERROR!,,,,"4.8 stars, 196 reviews",Approved
Royal Swimming,,Swimming school,Unknown,,610 W 13 Mile Rd,Madison Heights,MI,48071,#ERROR!,,,,"4.8 stars, 20 reviews",Approved
Oakland University Aquatic Center,,Indoor swimming pool,Unknown,,Pioneer Dr,Rochester,MI,48309,#ERROR!,,,,"4.4 stars, 44 reviews",Approved
Aqua Tots Swim School Edina,,attractions,Unknown,,7645 Metro Blvd,Edina,MN,55439,#ERROR!,,,,"4.9 stars, 35 reviews",Approved
British Swim School at LA Fitness - Richfield,,Swimming school,Unknown,,6501 Lyndale Ave S,Minneapolis,MN,55423,#ERROR!,,,,"5 stars, 38 reviews",Approved
AMI Swim School,,Swimming instructor,Unknown,,1860 University Ave W,St Paul,MN,55104,,,,,"5 stars, 31 reviews",Approved
Foss Swim School - St. Paul,,Swimming school,Unknown,,1166 University Ave W,St Paul,MN,55104,#ERROR!,,,,"4.8 stars, 142 reviews",Approved
Goldfish Swim School - Minnetonka,,Swimming school,Unknown,,4729 County Rd 101,Minnetonka,MN,55345,#ERROR!,,,,"4.9 stars, 101 reviews",Approved
Goldfish Swim School - Oakdale,,Swimming school,Unknown,,7055 10th St N Suite 100,Oakdale,MN,55128,#ERROR!,,,,"4.8 stars, 309 reviews",Approved
Foss Swim School - Richfield,,Swimming school,Unknown,,2902 W 66th St,Richfield,MN,55423,#ERROR!,,,,"4.6 stars, 142 reviews",Approved
Wise Swim School,,Swimming instructor,Unknown,,5992 149th St W,Apple Valley,MN,55124,#ERROR!,,,,"4.4 stars, 48 reviews",Approved
Wise Swim School,,Swimming facility,Unknown,,10491 165th St W,Lakeville,MN,55044,#ERROR!,,,,"4.3 stars, 22 reviews",Approved
Foss Swim School - Maple Grove,,Swimming school,Unknown,,9455 Garland Ln N,Maple Grove,MN,55311,#ERROR!,,,,"4.4 stars, 192 reviews",Approved
Aqua-Tots Swim School Eagan,,Swimming school,Unknown,,2115 Cliff Rd,Eagan,MN,55122,#ERROR!,,,,"4.6 stars, 139 reviews",Approved
Grove Cove Aquatic Center,,attractions,Unknown,,12951 Weaver Lake Rd,Maple Grove,MN,55369,#ERROR!,,,,"4.4 stars, 281 reviews",Approved
Foss Swim School - St. Louis Park,,Swimming school,Unknown,,8438 MN-7,St Louis Park,MN,55426,#ERROR!,,,,"4.7 stars, 118 reviews",Approved
Jean K Freeman Aquatic Center,,Aquatic center,Unknown,,1910 University Ave SE,Minneapolis,MN,55455,#ERROR!,,,,"4.7 stars, 92 reviews",Approved
Making Waves Swim School,,Swimming school,Unknown,,1651 Jefferson Pkwy,Northfield,MN,55057,,,,,"5 stars, 2 reviews",Approved
Foss Swim School - Apple Valley,,Swimming school,Unknown,,14969 Florence Trail Suite 200,Apple Valley,MN,55124,#ERROR!,,,,"4.7 stars, 27 reviews",Approved
Foss Swim School - Woodbury,,Swimming school,Unknown,,10150 Hudson Rd #114,Woodbury,MN,55129,#ERROR!,,,,"4.5 stars, 140 reviews",Approved
Foss Swim School - Plymouth,,Swimming school,Unknown,,3155 Empire Ln N,Plymouth,MN,55447,#ERROR!,,,,"4.5 stars, 105 reviews",Approved
Goldfish Swim School - Eagan,,Swimming school,Unknown,,1278 Town Centre Dr #160,Eagan,MN,55123,#ERROR!,,,,"4.7 stars, 146 reviews",Approved
Oxford Swim Club,,Club,Unknown,,306-310 Bramlett Blvd,Oxford,MS,38655,,,,,"4.8 stars, 13 reviews",Approved
Tupelo Aquatic Center,,Aquatic center,Unknown,,692 N Veterans Memorial Blvd,Tupelo,MS,38804,#ERROR!,,,,"4.2 stars, 208 reviews",Approved
Sunkist Swim Team,,Swimming pool,Unknown,,690 Liberty Rd,Flowood,MS,39232,#ERROR!,,,,"5 stars, 3 reviews",Approved
Mississippi Makos Swim Team,,Swim club,Unknown,,2625 Courthouse Cir,Flowood,MS,39232,#ERROR!,,,,,Approved
Maley Swim School,,Swimming school,Unknown,,501 Lake Harbour Dr,Ridgeland,MS,39157,#ERROR!,,,,"4.4 stars, 35 reviews",Approved
Biloxi Elite Swim Team,,Swim club,Unknown,,1384 Father Ryan Ave,Biloxi,MS,39530,#ERROR!,,,,"4.9 stars, 11 reviews",Approved
Lil Shrimps Swim Academy,,Swimming instructor,Unknown,,17218 Doc Lizana Rd,Gulfport,MS,39503,#ERROR!,,,,"5 stars, 7 reviews",Approved
Laurel Swim Association,,Association / Organization,Unknown,,,Laurel,MS,39443,#ERROR!,,,,"5 stars, 4 reviews",Approved
SafeSplash Swim School - Southaven,,Swimming school,Unknown,,6753 Airways Blvd,Southaven,MS,38671,#ERROR!,,,,"3 stars, 2 reviews",Approved
Biloxi Natatorium,,attractions,Unknown,,1384 Father Ryan Ave,Biloxi,MS,39530,#ERROR!,,,,"4.3 stars, 240 reviews",Approved
Delta State University Swimming Pool,,Swimming pool,Unknown,,1417 Maple St,Cleveland,MS,38732,#ERROR!,,,,"4.8 stars, 53 reviews",Approved
Stark Recreation Center,,Recreation center,Unknown,,521 S 11th St,Columbus,MS,39701,#ERROR!,,,,"4.7 stars, 41 reviews",Approved
Total Body Submersion,,Swimming school,Unknown,,125 Camp Pioneer Rd,Pearl,MS,39208,#ERROR!,,,,"4.7 stars, 28 reviews",Approved
Crossgates Pool,,Swimming facility,Unknown,,113 Woodgate Dr,Brandon,MS,39042,#ERROR!,,,,"4.7 stars, 35 reviews",Approved
Philadelphia Athletic Club,,Gym,Unknown,,113 Lakeside Dr,Philadelphia,MS,39350,#ERROR!,,,,"4.3 stars, 45 reviews",Approved
Olive Branch Family YMCA,,Non-profit organization,Unknown,,8555 Goodman Rd,Olive Branch,MS,38654,#ERROR!,,,,"4.4 stars, 361 reviews",Approved
South Campus Recreation Center - University of Mississippi,,Recreation center,Unknown,,980 Whirlpool Dr,Oxford,MS,38655,#ERROR!,,,,"4.6 stars, 57 reviews",Approved
Moncrief Park,,attractions,Unknown,,"Moncrief Park, Moncrief Park St",Starkville,MS,39759,#ERROR!,,,,"4.4 stars, 111 reviews",Approved
Oxford YMCA,,Non-profit organization,Unknown,,703 N Lamar Blvd,Oxford,MS,38655,#ERROR!,,,,"4.4 stars, 12 reviews",Approved
Twin Rivers Recreation,,Recreation center,Unknown,,503 W Barton Ave,Greenwood,MS,38930,#ERROR!,,,,"4.4 stars, 23 reviews",Approved
Barron Swim School,,Swimming instructor,Unknown,,330 Midfield Cir,O'Fallon,MO,63368,#ERROR!,,,,"4.9 stars, 106 reviews",Approved
MizzouRec,,Recreation center,Unknown,,1000 Rollins St,Columbia,MO,65203,#ERROR!,,,,"4.4 stars, 466 reviews",Approved
Rockwood Swim Club,,Swim club,Unknown,,16025 Clayton Rd,Manchester,MO,63011,#ERROR!,,,,"4.7 stars, 29 reviews",Approved
Missouri State Aquatics,,Swim club,Unknown,,731 E Monroe St,Springfield,MO,65806,#ERROR!,,,,"5 stars, 2 reviews",Approved
Barron Swim School,,Swimming school,Unknown,,11158 Lindbergh Business Ct,St. Louis,MO,63123,#ERROR!,,,,"5 stars, 286 reviews",Approved
Westlake Aquatic Center,,Swimming facility,Unknown,,134 N Fairgrounds Rd,Gravois Mills,MO,65037,#ERROR!,,,,"4.7 stars, 88 reviews",Approved
Carondelet Park Rec Complex,,Gym,Unknown,,930 Holly Hills Ave,St. Louis,MO,63111,#ERROR!,,,,"4.3 stars, 570 reviews",Approved
Ackermann's Swim Camp,,Summer camp organizer,Unknown,,1044 Curran Ave,Kirkwood,MO,63122,#ERROR!,,,,"4.6 stars, 10 reviews",Approved
Chesterfield Family Aquatic Center,,attractions,Unknown,,16365 Lydia Hill Dr,Chesterfield,MO,63017,#ERROR!,,,,"4.5 stars, 241 reviews",Approved
Goldfish Swim School - Warson Woods,,Swimming school,Unknown,,9967 Manchester Rd,Warson Woods,MO,63122,#ERROR!,,,,"5 stars, 152 reviews",Approved
Tiger Typhoon Aquatic Center,,Swimming pool,Unknown,,"Jr. Drive, 105 J.H. Williamson, 105 Jh Williamson Jr Dr",St Robert,MO,65584,#ERROR!,,,,"4.2 stars, 184 reviews",Approved
Eldon Aquatic Center,,attractions,Unknown,,500 Franklin Ave,Eldon,MO,65026,#ERROR!,,,,"4.5 stars, 287 reviews",Approved
Tiny Fins Survival Swim,,Swimming school,Unknown,,1869 N State Hwy CC,Nixa,MO,65714,#ERROR!,,,,"5 stars, 180 reviews",Approved
Columbia Swim Club,,Swim club,Unknown,,1104 N Providence Rd,Columbia,MO,65203,,,,,"4.7 stars, 9 reviews",Approved
Wilson's Beach Club,,Swimming pool,Unknown,,4600 Forum Blvd,Columbia,MO,65203,#ERROR!,,,,"4.3 stars, 77 reviews",Approved
Diventures,,attractions,Unknown,,5225 S Campbell Ave,Springfield,MO,65810,#ERROR!,,,,"4.8 stars, 355 reviews",Approved
Chesterfield Family Center,,attractions,Unknown,,2511 W Republic Rd,Springfield,MO,65807,#ERROR!,,,,"4.5 stars, 858 reviews",Approved
Renaud Center,,Fitness center,Unknown,,"2650 Tri, Sports Cir",O'Fallon,MO,63368,#ERROR!,,,,"4.3 stars, 364 reviews",Approved
Montana Swim Academy at Holiday Inn Express & Suites Great Falls,,Swimming school,Unknown,,1625 Market Pl Dr,Great Falls,MT,59404,#ERROR!,,,,,Approved
Take Me To The Water Swim School,,Swimming school,Unknown,,"The Montana, 247 W 87th St",New York,NY,10024,#ERROR!,,,,"3.7 stars, 6 reviews",Approved
LowCountry Swim School,,Baby swimming school,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 54 reviews",Approved
City of Bozeman Swim Center,,attractions,Unknown,,1211 W Main St,Bozeman,MT,59715,#ERROR!,,,,"4.3 stars, 92 reviews",Approved
Roundup Swimming Pool,,attractions,Unknown,,800-898 2nd St E,Roundup,MT,59072,,,,,"4.5 stars, 48 reviews",Approved
Helena Dolphins Swim Team,,Sports club,Unknown,,1280 N Montana Ave,Helena,MT,59601,#ERROR!,,,,"5 stars, 20 reviews",Approved
Lions Club Park-swimming pool,,Swimming pool,Unknown,,R3H2+PWJ,Big Timber,MT,59011,,,,,"5 stars, 1 reviews",Approved
Whitehall community pool,,Swimming pool,Unknown,,3 Yellowstone Trail,Whitehall,MT,59759,,,,,"4.5 stars, 2 reviews",Approved
Barracuda Swim Club LLC,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 11 reviews",Approved
Bitterroot Aquatic Center,,Swimming pool,Unknown,,59 Kurtz Ln,Hamilton,MT,59840,#ERROR!,,,,"4.2 stars, 52 reviews",Approved
Circle Swimming Pool,,Swimming pool,Unknown,,"Circle Park, 1300 Park Dr",Circle,MT,59215,#ERROR!,,,,"4.5 stars, 2 reviews",Approved
Granite Health and Fitness (Granite Sport),,Gym,Unknown,,3838 Avenue B,Billings,MT,59102,#ERROR!,,,,"4.6 stars, 247 reviews",Approved
South Park,,attractions,Unknown,,"South Broadway, 6th Ave S",Billings,MT,59101,#ERROR!,,,,"4 stars, 558 reviews",Approved
Capital City Health Club,,Fitness center,Unknown,,1280 N Montana Ave,Helena,MT,59601,#ERROR!,,,,"3.8 stars, 248 reviews",Approved
Bozeman Hot Springs,,Gym,Unknown,,81123 Gallatin Rd,Bozeman,MT,59718,#ERROR!,,,,"4.4 stars, 2802 reviews",Approved
Swimtastic Swim School - Omaha (Northwest),,Swimming school,Unknown,,2920 N 118th St,Omaha,NE,68164,#ERROR!,,,,"4.9 stars, 119 reviews",Approved
Goldfish Swim School - West Omaha,,Swimming school,Unknown,,2502 S 133rd Plaza #102,Omaha,NE,68144,#ERROR!,,,,"4.9 stars, 255 reviews",Approved
Swimtastic Swim School - Lincoln,,Swimming school,Unknown,,7911 Pioneers Blvd,Lincoln,NE,68506,#ERROR!,,,,"4.8 stars, 125 reviews",Approved
Aqua-Tots Swim School Omaha,,Swimming school,Unknown,,14242 Fort St,Omaha,NE,68164,#ERROR!,,,,"4.5 stars, 152 reviews",Approved
LifeSTROKES Swim School,,Swimming school,Unknown,,1601 Normandy Ct,Lincoln,NE,68512,#ERROR!,,,,"4.9 stars, 91 reviews",Approved
Country Swim School,,Swimming instructor,Unknown,,16844 S 120th St,Bennet,NE,68317,#ERROR!,,,,"4.9 stars, 16 reviews",Approved
Goldfish Swim School - Sarpy County,,Swimming school,Unknown,,10601 S 72nd St,Papillion,NE,68046,#ERROR!,,,,"4.9 stars, 79 reviews",Approved
Sides Sisters Swim School,,Swimming school,Unknown,,10802 Forrest Dr,Omaha,NE,68144,,,,,"4.8 stars, 12 reviews",Approved
Rhonda's Swim Academy,,Swimming school,Unknown,,3725 Randolph St,Lincoln,NE,68510,#ERROR!,,,,"4 stars, 26 reviews",Approved
Swimtastic Swim School - Omaha (Southwest),,Swimming school,Unknown,,7051 S 181st St,Omaha,NE,68136,#ERROR!,,,,"4.9 stars, 119 reviews",Approved
Aqua-Tots Swim School Bellevue,,Swimming school,Unknown,,3512 Samson Way,Bellevue,NE,68123,#ERROR!,,,,"4.3 stars, 62 reviews",Approved
Swimtastic Swim School - Elkhorn,,Swimming instructor,Unknown,,3404 N 191st Ave,Omaha,NE,68022,#ERROR!,,,,"4.6 stars, 33 reviews",Approved
Swimtastic Swim School - La Vista,,Swimming school,Unknown,,9810 Giles Rd,La Vista,NE,68128,#ERROR!,,,,"4.9 stars, 92 reviews",Approved
The Salvation Army Omaha Kroc Center,,Community center,Unknown,,2825 Y St,Omaha,NE,68107,#ERROR!,,,,"4.5 stars, 486 reviews",Approved
Dillon Family Aquatic Center,,Indoor swimming pool,Unknown,,806 N Lincoln Ave,Fremont,NE,68025,#ERROR!,,,,"4.5 stars, 46 reviews",Approved
(Private) Rockbrook Swimming Pool,,Swim club,Unknown,,10800 W Center Rd,Omaha,NE,68144,#ERROR!,,,,"4.6 stars, 46 reviews",Approved
Nebraska City Water Park,,Swimming pool,Unknown,,,Nebraska City,NE,68410,#ERROR!,,,,"4.7 stars, 114 reviews",Approved
Diventures,,attractions,Unknown,,4303 S 121st Plaza,Omaha,NE,68137,#ERROR!,,,,"4.7 stars, 268 reviews",Approved
Papillion Landing Community Recreation Center,,Recreation center,Unknown,,1046 W Lincoln St,Papillion,NE,68046,#ERROR!,,,,"4.5 stars, 449 reviews",Approved
Bellevue Swim Club- Nebraska,,Club,Unknown,,1501 Thurston Ave,Bellevue,NE,68123,#ERROR!,,,,"3 stars, 2 reviews",Approved
Little Guppies Aquatics Private Swim Lessons,,Swimming school,Unknown,,1815 Campbellton Hwy,Rehobeth,AL,36301,,,,,"5 stars, 1 reviews",Approved
Alpine Hills Swim Club,,Swimming pool,Unknown,,5760 Honor St,Mobile,AL,36608,#ERROR!,,,,"4.8 stars, 11 reviews",Approved
Stevens Swim School,,Swimming school,Unknown,,1110 Camille Terrace E,Northport,AL,35473,#ERROR!,,,,,Approved
Fairhope Swim,,Swimming instructor,Unknown,,803 N Greeno Rd,Fairhope,AL,36532,#ERROR!,,,,,Approved
"Ashley’s Swim Academy, LLC",,Swimming school,Unknown,,975 Eleanor Terrace,Childersburg,AL,35044,#ERROR!,,,,"5 stars, 13 reviews",Approved
Aquadome Pool,,Swimming pool,Unknown,,1202 5th Ave SW,Decatur,AL,35601,#ERROR!,,,,"4.2 stars, 85 reviews",Approved
West Mobile Swim Club,,Swim club,Unknown,,1355 Snow Rd,Mobile,AL,36695,#ERROR!,,,,"4.6 stars, 59 reviews",Approved
Redstone Aquatics Center,,Indoor swimming pool,Unknown,,3705 Aerobee Rd,Huntsville,AL,35805,#ERROR!,,,,"5 stars, 14 reviews",Approved
Polar Paradise Pool,,Indoor swimming pool,Unknown,,Bldg. 690,Joint Base Elmendorf-Richardson,AK,99505,#ERROR!,,,,"4.4 stars, 46 reviews",Approved
Gateway Aquatic Center,,Aquatic center,Unknown,,601 Schoenbar Rd,Ketchikan,AK,99901,#ERROR!,,,,"4.7 stars, 48 reviews",Approved
Dimond Park Aquatic Center,,Swimming facility,Unknown,,3045 Diamond Pk Lp,Juneau,AK,99801,#ERROR!,,,,"4.4 stars, 218 reviews",Approved
Palmer Pool,,Indoor swimming pool,Unknown,,1170 W Bogard Rd,Palmer,AK,99645,#ERROR!,,,,"4.4 stars, 49 reviews",Approved
Mary Siah Recreation Center,,Recreation center,Unknown,,965 14th Ave,Fairbanks,AK,99701,#ERROR!,,,,"4.4 stars, 116 reviews",Approved
Yukon Kuskokwim Fitness Center - YKFC,,Physical fitness program,Unknown,,267 Akiachak Dr,Bethel,AK,99559,#ERROR!,,,,"4.7 stars, 75 reviews",Approved
Dimond Pool,,attractions,Unknown,,2909 W 88th Ave,Anchorage,AK,99502,#ERROR!,,,,"3.9 stars, 50 reviews",Approved
Wasilla High School Swimming Pool,,Swimming facility,Unknown,,701 E Bogard Rd,Wasilla,AK,99654,#ERROR!,,,,"4.4 stars, 55 reviews",Approved
Moseley Sports Center,,Sports complex,Unknown,,4400 University Dr,Anchorage,AK,99508,#ERROR!,,,,"4.5 stars, 8 reviews",Approved
Alaska K9 Aquatics,,Dog trainer,Unknown,,549 W International Airport Rd b9,Anchorage,AK,99518,#ERROR!,,,,"4.8 stars, 68 reviews",Approved
Hubbard Family Swim School,,Swimming instructor,Unknown,,1061 N Dobson Rd #101,Mesa,AZ,85201,#ERROR!,,,,"4.9 stars, 210 reviews",Approved
SWIMkids USA,,Swimming school,Unknown,,2725 W Guadalupe Rd,Mesa,AZ,85202,#ERROR!,,,,"4.7 stars, 120 reviews",Approved
Kidtastics,,Swimming school,Unknown,,"Mobile Services Mailing Address only, 8485 E McDonald Dr",Scottsdale,AZ,85250,#ERROR!,,,,"5 stars, 106 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,1328 N Cooper Rd,Gilbert,AZ,85233,#ERROR!,,,,"4.9 stars, 278 reviews",Approved
Gold Medal Swim School,,Swimming school,Unknown,,6909 W Ray Rd #27,Chandler,AZ,85226,#ERROR!,,,,"4.8 stars, 257 reviews",Approved
Swim First Private Swim Lessons,,Swimming instructor,Unknown,,East Valley,Gilbert,AZ,85234,#ERROR!,,,,"4.9 stars, 39 reviews",Approved
Goldfish Swim School - Gilbert,,Swimming school,Unknown,,4588 S Higley Rd,Gilbert,AZ,85297,#ERROR!,,,,"4.8 stars, 109 reviews",Approved
Aqua-Tots Swim School Old Town Scottsdale,,Swimming school,Unknown,,7624 E Indian School Rd,Scottsdale,AZ,85251,#ERROR!,,,,"4.9 stars, 141 reviews",Approved
Aqua-Tots Swim School Ahwatukee,,Swimming school,Unknown,,4735 E Ray Rd,Phoenix,AZ,85044,#ERROR!,,,,"4.8 stars, 330 reviews",Approved
Trojan Swim Academy,,Swimming instructor,Unknown,,U A L R Campus Dr,Little Rock,AR,72204,,,,,"4.5 stars, 2 reviews",Approved
Survival Swimmers,,Swimming school,Unknown,,1800 W Brooks Pl,Rogers,AR,72758,#ERROR!,,,,"5 stars, 8 reviews",Approved
Fayetteville Athletic Club,,Fitness center,Unknown,,2920 E Zion Rd,Fayetteville,AR,72703,#ERROR!,,,,"4 stars, 123 reviews",Approved
Pine Bluff Aquatic Center,,Swimming pool,Unknown,,400 E 11th Ave,Pine Bluff,AR,71601,#ERROR!,,,,"4.5 stars, 140 reviews",Approved
Shrimply the Best NWA Survival Swimming,,Swimming school,Unknown,,4012 Saint Johns Wood St,Springdale,AR,72764,#ERROR!,,,,"5 stars, 46 reviews",Approved
Safety Before Skill Swim School - WLR,,Swimming instructor,Unknown,,4701 Sam Peck Rd,Little Rock,AR,72223,#ERROR!,,,,"4.3 stars, 52 reviews",Approved
The School of Yaya's Fishes,,Swimming school,Unknown,,5047 AR-158,Lake City,AR,72437,#ERROR!,,,,"4.8 stars, 6 reviews",Approved
Clarksville Aquatic Center,,attractions,Unknown,,1611 W Oakland St,Clarksville,AR,72830,#ERROR!,,,,"4.3 stars, 545 reviews",Approved
Little Rock Athletic Club,,Fitness center,Unknown,,4610 Sam Peck Rd,Little Rock,AR,72223,#ERROR!,,,,"4.8 stars, 727 reviews",Approved
Pocahontas Aquatic Center Indoor Facility,,Swimming facility,Unknown,,300 Geneva Dr,Pocahontas,AR,72455,#ERROR!,,,,"4.6 stars, 255 reviews",Approved
Russellville Aquatic Center,,attractions,Unknown,,1300 N Phoenix Ave,Russellville,AR,72801,#ERROR!,,,,"4.4 stars, 284 reviews",Approved
Maumelle Aquatic Center,,Swimming pool,Unknown,,1100 Edgewood Dr,Maumelle,AR,72113,#ERROR!,,,,"4.6 stars, 78 reviews",Approved
Cabot Aquatic Park,,Water park,Unknown,,1245 Bill Foster Memorial Hwy W,Cabot,AR,72023,#ERROR!,,,,"4.3 stars, 575 reviews",Approved
Spa City ISR,,Swimming instructor,Unknown,,276 Pittman Rd,Hot Springs,AR,71913,#ERROR!,,,,"5 stars, 6 reviews",Approved
Parting Waters,,Swimming instructor,Unknown,,6401 Boone Rd,Bryant,AR,72022,#ERROR!,,,,"5 stars, 1 reviews",Approved
British Swim School at California Total Fitness - Manteca,,Swimming school,Unknown,,1090 N Main St,Manteca,CA,95336,#ERROR!,,,,"4.9 stars, 81 reviews",Approved
Swim To Shore Swim School,,Swimming school,Unknown,,25395 Madison Ave #101,Murrieta,CA,92562,#ERROR!,,,,"4.9 stars, 77 reviews",Approved
French Valley Swim Academy,,Swimming school,Unknown,,36560 Penfield Ln,Winchester,CA,92596,#ERROR!,,,,"4.8 stars, 152 reviews",Approved
Sunsational Swim School - Private Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 465 reviews",Approved
